#Firmware: Speeduino 2023.06-dev
PriLevel,SecLevel,ThirdLevel,Trigger,Sync,Cycle,RefTime,ToothTime,Time
Flag,Flag,Flag,Flag,Flag,Flag,ms,ms,ms
1.0,0.0,0.0,0.0,1.0,1.0,979142.75,4.168,979142.75
0.0,0.0,0.0,0.0,1.0,1.0,979145.44,2.676,979145.44
1.0,0.0,0.0,0.0,1.0,1.0,979149.75,4.348,979149.75
0.0,0.0,0.0,0.0,1.0,1.0,979152.44,2.664,979152.44
1.0,0.0,0.0,0.0,1.0,1.0,979156.6,4.164,979156.6
0.0,0.0,0.0,0.0,1.0,1.0,979159.3,2.712,979159.3
1.0,0.0,0.0,0.0,1.0,1.0,979163.6,4.304,979163.6
0.0,0.0,0.0,0.0,1.0,1.0,979166.75,3.168,979166.75
1.0,0.0,0.0,0.0,1.0,1.0,979183.4,16.624,979183.4
0.0,0.0,0.0,0.0,1.0,1.0,979189.0,5.592,979189.0
1.0,0.0,0.0,0.0,1.0,1.0,979194.6,5.6,979194.6
0.0,0.0,0.0,0.0,1.0,1.0,979197.56,2.992,979197.56
1.0,0.0,0.0,0.0,1.0,1.0,979203.9,6.284,979203.9
0.0,0.0,0.0,0.0,1.0,1.0,979207.0,3.14,979207.0
1.0,0.0,0.0,0.0,1.0,1.0,979214.3,7.3,979214.3
0.0,0.0,0.0,0.0,1.0,0.0,979217.5,3.176,979217.5
1.0,0.0,0.0,0.0,1.0,0.0,979225.56,8.048,979225.56
0.0,0.0,0.0,0.0,1.0,0.0,979228.75,3.192,979228.75
1.0,0.0,0.0,0.0,1.0,0.0,979236.2,7.444,979236.2
0.0,0.0,0.0,0.0,1.0,0.0,979239.4,3.228,979239.4
1.0,0.0,0.0,0.0,1.0,0.0,979245.4,5.948,979245.4
0.0,0.0,0.0,0.0,1.0,0.0,979248.44,3.084,979248.44
1.0,0.0,0.0,0.0,1.0,0.0,979253.25,4.808,979253.25
0.0,0.0,0.0,0.0,1.0,0.0,979256.2,2.956,979256.2
1.0,0.0,0.0,0.0,1.0,0.0,979260.4,4.204,979260.4
0.0,0.0,0.0,0.0,1.0,0.0,979263.25,2.824,979263.25
1.0,0.0,0.0,0.0,1.0,0.0,979267.1,3.92,979267.1
0.0,0.0,0.0,0.0,1.0,0.0,979269.94,2.8,979269.94
1.0,0.0,0.0,0.0,1.0,0.0,979273.8,3.844,979273.8
0.0,0.0,0.0,0.0,1.0,0.0,979276.56,2.78,979276.56
1.0,0.0,0.0,0.0,1.0,0.0,979280.44,3.884,979280.44
0.0,0.0,0.0,0.0,1.0,0.0,979283.25,2.8,979283.25
1.0,0.0,0.0,0.0,1.0,0.0,979287.25,4.004,979287.25
0.0,0.0,0.0,0.0,1.0,0.0,979290.1,2.852,979290.1
1.0,0.0,0.0,0.0,1.0,0.0,979294.3,4.192,979294.3
0.0,0.0,0.0,0.0,1.0,0.0,979297.1,2.808,979297.1
1.0,0.0,0.0,0.0,1.0,0.0,979301.1,3.996,979301.1
0.0,0.0,0.0,0.0,1.0,0.0,979303.94,2.864,979303.94
1.0,0.0,0.0,0.0,1.0,0.0,979308.1,4.152,979308.1
0.0,0.0,0.0,0.0,1.0,0.0,979311.9,3.78,979311.9
1.0,0.0,0.0,0.0,1.0,0.0,979327.4,15.476,979327.4
0.0,0.0,0.0,0.0,1.0,0.0,979333.75,6.384,979333.75
1.0,0.0,0.0,0.0,1.0,0.0,979356.25,22.476,979356.25
0.0,0.0,0.0,0.0,1.0,0.0,979361.06,4.812,979361.06
1.0,0.0,0.0,0.0,1.0,0.0,979370.56,9.5,979370.56
0.0,0.0,0.0,0.0,1.0,0.0,979373.6,3.08,979373.6
1.0,0.0,0.0,0.0,1.0,0.0,979381.25,7.632,979381.25
0.0,0.0,0.0,0.0,1.0,0.0,979384.44,3.168,979384.44
1.0,0.0,0.0,0.0,1.0,0.0,979390.5,6.048,979390.5
0.0,0.0,0.0,0.0,1.0,0.0,979393.5,3.036,979393.5
1.0,0.0,0.0,0.0,1.0,0.0,979398.44,4.916,979398.44
0.0,0.0,0.0,0.0,1.0,0.0,979401.25,2.836,979401.25
1.0,0.0,0.0,0.0,1.0,0.0,979405.56,4.32,979405.56
0.0,0.0,0.0,0.0,1.0,0.0,979408.3,2.712,979408.3
1.0,0.0,0.0,0.0,1.0,0.0,979412.4,4.056,979412.4
0.0,0.0,0.0,0.0,1.0,0.0,979415.0,2.648,979415.0
1.0,0.0,0.0,0.0,1.0,0.0,979418.94,3.968,979418.94
0.0,0.0,0.0,0.0,1.0,0.0,979421.6,2.64,979421.6
1.0,0.0,0.0,0.0,1.0,0.0,979425.6,4.024,979425.6
0.0,0.0,0.0,0.0,1.0,0.0,979428.25,2.62,979428.25
1.0,0.0,0.0,0.0,1.0,0.0,979432.44,4.156,979432.44
0.0,0.0,0.0,0.0,1.0,0.0,979435.06,2.672,979435.06
1.0,0.0,0.0,0.0,1.0,0.0,979439.44,4.34,979439.44
0.0,0.0,0.0,0.0,1.0,0.0,979442.06,2.652,979442.06
1.0,0.0,0.0,0.0,1.0,0.0,979446.25,4.176,979446.25
0.0,0.0,0.0,0.0,1.0,0.0,979448.94,2.708,979448.94
1.0,0.0,0.0,0.0,1.0,0.0,979453.3,4.332,979453.3
0.0,0.0,0.0,0.0,1.0,0.0,979456.44,3.136,979456.44
1.0,0.0,0.0,0.0,1.0,0.0,979472.9,16.44,979472.9
0.0,0.0,0.0,0.0,1.0,0.0,979478.5,5.608,979478.5
1.0,0.0,0.0,0.0,1.0,0.0,979483.94,5.456,979483.94
0.0,0.0,0.0,0.0,1.0,0.0,979487.0,3.044,979487.0
1.0,0.0,0.0,0.0,1.0,0.0,979492.94,5.984,979492.94
0.0,0.0,0.0,0.0,1.0,0.0,979496.1,3.2,979496.1
1.0,0.0,0.0,0.0,1.0,0.0,979503.0,6.82,979503.0
0.0,0.0,0.0,0.0,1.0,1.0,979506.25,3.304,979506.25
1.0,0.0,0.0,0.0,1.0,1.0,979513.75,7.472,979513.75
0.0,0.0,0.0,0.0,1.0,1.0,979517.06,3.304,979517.06
1.0,0.0,0.0,0.0,1.0,1.0,979524.0,6.932,979524.0
0.0,0.0,0.0,0.0,1.0,1.0,979527.3,3.312,979527.3
1.0,0.0,0.0,0.0,1.0,1.0,979533.0,5.708,979533.0
0.0,0.0,0.0,0.0,1.0,1.0,979536.1,3.14,979536.1
1.0,0.0,0.0,0.0,1.0,1.0,979540.9,4.728,979540.9
0.0,0.0,0.0,0.0,1.0,1.0,979543.9,2.996,979543.9
1.0,0.0,0.0,0.0,1.0,1.0,979548.06,4.196,979548.06
0.0,0.0,0.0,0.0,1.0,1.0,979550.94,2.856,979550.94
1.0,0.0,0.0,0.0,1.0,1.0,979554.9,3.96,979554.9
0.0,0.0,0.0,0.0,1.0,1.0,979557.7,2.808,979557.7
1.0,0.0,0.0,0.0,1.0,1.0,979561.56,3.896,979561.56
0.0,0.0,0.0,0.0,1.0,1.0,979564.4,2.808,979564.4
1.0,0.0,0.0,0.0,1.0,1.0,979568.3,3.94,979568.3
0.0,0.0,0.0,0.0,1.0,1.0,979571.2,2.828,979571.2
1.0,0.0,0.0,0.0,1.0,1.0,979575.25,4.076,979575.25
0.0,0.0,0.0,0.0,1.0,1.0,979578.1,2.864,979578.1
1.0,0.0,0.0,0.0,1.0,1.0,979582.25,4.12,979582.25
0.0,0.0,0.0,0.0,1.0,1.0,979585.0,2.792,979585.0
1.0,0.0,0.0,0.0,1.0,1.0,979589.1,4.096,979589.1
0.0,0.0,0.0,0.0,1.0,1.0,979592.0,2.904,979592.0
1.0,0.0,0.0,0.0,1.0,1.0,979596.1,4.124,979596.1
0.0,0.0,0.0,0.0,1.0,1.0,979599.9,3.712,979599.9
1.0,0.0,0.0,0.0,1.0,1.0,979615.44,15.568,979615.44
0.0,0.0,0.0,0.0,1.0,1.0,979621.75,6.34,979621.75
1.0,0.0,0.0,0.0,1.0,1.0,979644.06,22.308,979644.06
0.0,0.0,0.0,0.0,1.0,1.0,979648.94,4.868,979648.94
1.0,0.0,0.0,0.0,1.0,1.0,979658.2,9.272,979658.2
0.0,0.0,0.0,0.0,1.0,1.0,979661.3,3.076,979661.3
